                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    390,                0.31026,                0.26982,                0.82933,                0.99383,                0.99502,                  0.995,                 0.9452,                0.35622,                0.18555,                0.82095,             0.00012544,             0.00012544,             0.00012544
                    391,                0.31077,                0.27206,                0.82923,                0.99362,                0.99477,                  0.995,                0.94505,                0.35297,                0.18519,                0.81936,             0.00012524,             0.00012524,             0.00012524
                    392,                0.30118,                0.26548,                0.82715,                0.99562,                0.99606,                0.99469,                0.94658,                0.35118,                 0.1812,                0.81923,             0.00012503,             0.00012503,             0.00012503
                    393,                0.30737,                0.27538,                0.82964,                0.99565,                0.99683,                0.99496,                0.94665,                0.34977,                0.18182,                0.81844,             0.00012483,             0.00012483,             0.00012483
                    394,                0.30436,                0.26696,                0.83158,                0.99451,                0.99635,                  0.995,                0.94676,                0.34877,                0.18061,                0.81729,             0.00012463,             0.00012463,             0.00012463
                    395,                0.30395,                0.27135,                0.83458,                0.99607,                0.99738,                  0.995,                0.94787,                0.34878,                0.18023,                0.81914,             0.00012443,             0.00012443,             0.00012443
                    396,                0.30252,                0.26741,                0.83005,                0.99673,                0.99708,                  0.995,                0.94659,                0.35075,                0.17907,                0.81909,             0.00012423,             0.00012423,             0.00012423
                    397,                0.30375,                0.26288,                0.83135,                0.99594,                0.99652,                  0.995,                0.94683,                0.34997,                0.17952,                0.81815,             0.00012402,             0.00012402,             0.00012402
                    398,                0.30328,                0.26706,                0.82876,                0.99555,                0.99778,                  0.995,                0.94718,                0.35192,                0.17994,                0.81971,             0.00012382,             0.00012382,             0.00012382
                    399,                0.30519,                0.26774,                0.82685,                0.99576,                0.99732,                  0.995,                 0.9465,                0.34903,                0.17945,                0.81844,             0.00012362,             0.00012362,             0.00012362
                    400,                0.30509,                0.27144,                0.83107,                0.99607,                0.99749,                  0.995,                0.94716,                0.34967,                0.17985,                 0.8192,             0.00012342,             0.00012342,             0.00012342
                    401,                0.30195,                0.26312,                0.82966,                0.99627,                0.99755,                  0.995,                 0.9473,                0.35064,                0.18042,                0.81807,             0.00012322,             0.00012322,             0.00012322
                    402,                0.30202,                0.26307,                0.82894,                0.99496,                0.99717,                  0.995,                0.94521,                0.35662,                0.18413,                0.82077,             0.00012301,             0.00012301,             0.00012301
                    403,                0.30572,                0.26995,                0.83012,                0.99522,                0.99749,                  0.995,                 0.9489,                0.34872,                0.18025,                0.81881,             0.00012281,             0.00012281,             0.00012281
                    404,                0.31124,                0.27162,                0.83179,                0.99539,                0.99739,                  0.995,                0.94759,                0.34654,                0.18033,                0.81746,             0.00012261,             0.00012261,             0.00012261
                    405,                0.30693,                0.26789,                0.82768,                0.99599,                0.99748,                0.99498,                0.94575,                0.34886,                0.17982,                0.81777,             0.00012241,             0.00012241,             0.00012241
                    406,                0.30663,                0.26721,                0.83088,                0.99607,                0.99766,                0.99492,                0.94683,                0.34923,                0.18044,                0.81727,             0.00012221,             0.00012221,             0.00012221
                    407,                0.30013,                0.26646,                0.82339,                0.99488,                0.99653,                0.99498,                0.94587,                0.35088,                0.18206,                0.81842,               0.000122,               0.000122,               0.000122
                    408,                0.30981,                0.27078,                0.83038,                0.99545,                0.99756,                  0.995,                0.94766,                0.34835,                0.18009,                0.81701,              0.0001218,              0.0001218,              0.0001218
                    409,                0.30045,                0.25998,                0.82531,                0.99659,                0.99712,                  0.995,                0.94774,                0.34582,                0.17766,                0.81585,              0.0001216,              0.0001216,              0.0001216
                    410,                0.30263,                0.26258,                 0.8285,                0.99634,                0.99822,                  0.995,                0.94799,                0.34836,                0.17816,                0.81663,              0.0001214,              0.0001214,              0.0001214
                    411,                0.30472,                0.26935,                0.82972,                0.99666,                0.99845,                  0.995,                0.94672,                0.35036,                0.18067,                0.81673,              0.0001212,              0.0001212,              0.0001212
                    412,                0.30075,                0.27064,                 0.8306,                0.99653,                0.99842,                  0.995,                0.94875,                0.35263,                0.17876,                0.81781,             0.00012099,             0.00012099,             0.00012099
                    413,                0.30449,                0.26754,                0.82889,                0.99467,                0.99685,                  0.995,                0.94671,                0.35268,                0.18425,                 0.8203,             0.00012079,             0.00012079,             0.00012079
                    414,                0.29837,                0.26302,                0.82992,                0.99464,                0.99724,                  0.995,                0.94548,                0.35189,                 0.1862,                0.81989,             0.00012059,             0.00012059,             0.00012059
                    415,                0.29763,                0.26264,                0.82832,                0.99512,                0.99716,                  0.995,                0.94621,                0.34743,                 0.1827,                0.81914,             0.00012039,             0.00012039,             0.00012039
                    416,                0.30551,                0.26612,                0.82626,                0.99494,                0.99715,                  0.995,                0.94696,                0.34773,                0.17862,                0.81845,             0.00012019,             0.00012019,             0.00012019
                    417,                0.30241,                0.26831,                  0.831,                0.99489,                0.99637,                  0.995,                0.94778,                0.34818,                0.17819,                0.81842,             0.00011998,             0.00011998,             0.00011998
                    418,                0.30223,                0.26545,                0.83309,                0.99494,                0.99683,                  0.995,                0.94814,                0.34731,                0.17933,                0.81715,             0.00011978,             0.00011978,             0.00011978
                    419,                0.30092,                 0.2628,                0.83068,                0.99452,                0.99709,                  0.995,                0.94746,                0.34853,                0.18076,                0.81777,             0.00011958,             0.00011958,             0.00011958
                    420,                0.29886,                0.26214,                0.82726,                0.99502,                0.99709,                  0.995,                0.94641,                0.34934,                0.17965,                0.81766,             0.00011938,             0.00011938,             0.00011938
                    421,                0.29938,                 0.2666,                0.82718,                0.99485,                0.99642,                  0.995,                0.94538,                0.35273,                0.17838,                0.81867,             0.00011918,             0.00011918,             0.00011918
                    422,                 0.2991,                0.26146,                0.82862,                 0.9953,                0.99615,                0.99498,                0.94475,                0.35059,                0.18028,                0.81756,             0.00011897,             0.00011897,             0.00011897
                    423,                0.29378,                0.25752,                0.82584,                0.99503,                0.99624,                  0.995,                0.94741,                0.34663,                0.18023,                 0.8171,             0.00011877,             0.00011877,             0.00011877
                    424,                0.30305,                 0.2664,                0.83163,                0.99445,                0.99605,                0.99489,                0.94715,                0.34798,                0.17978,                0.81759,             0.00011857,             0.00011857,             0.00011857
                    425,                0.29626,                 0.2573,                0.82554,                0.99455,                0.99719,                0.99476,                0.94895,                0.34619,                0.17722,                0.81712,             0.00011837,             0.00011837,             0.00011837
                    426,                0.29852,                0.26354,                0.82869,                0.99487,                 0.9972,                0.99489,                0.94797,                0.34981,                0.17642,                0.81809,             0.00011817,             0.00011817,             0.00011817
                    427,                0.30032,                0.25652,                0.82911,                0.99485,                0.99679,                  0.995,                0.94893,                0.34823,                0.17836,                0.81842,             0.00011797,             0.00011797,             0.00011797
                    428,                0.29643,                0.26153,                0.82927,                0.99497,                0.99721,                  0.995,                0.94637,                0.34929,                0.18124,                0.81812,             0.00011776,             0.00011776,             0.00011776
                    429,                0.29901,                0.26101,                0.83014,                0.99497,                0.99717,                0.99489,                 0.9468,                0.34996,                0.18097,                0.81763,             0.00011756,             0.00011756,             0.00011756
                    430,                0.29863,                0.26181,                0.83029,                0.99484,                 0.9971,                  0.995,                0.94457,                0.34963,                0.18224,                0.81783,             0.00011736,             0.00011736,             0.00011736
                    431,                0.29944,                0.26138,                0.82752,                0.99432,                0.99692,                  0.995,                0.94719,                0.34839,                0.18105,                0.81706,             0.00011716,             0.00011716,             0.00011716
                    432,                0.29679,                0.25287,                0.82693,                0.99406,                0.99594,                  0.995,                0.94622,                0.34815,                0.17963,                0.81796,             0.00011696,             0.00011696,             0.00011696
                    433,                0.29657,                0.25641,                0.82521,                0.99297,                0.99698,                  0.995,                0.94748,                0.34745,                0.17855,                 0.8181,             0.00011675,             0.00011675,             0.00011675
                    434,                0.29267,                0.25501,                0.82714,                0.99351,                0.99646,                0.99489,                0.94683,                0.34712,                0.17839,                0.81809,             0.00011655,             0.00011655,             0.00011655
                    435,                0.29867,                0.25812,                0.82923,                0.99511,                0.99719,                  0.995,                0.94699,                 0.3478,                0.17716,                0.81825,             0.00011635,             0.00011635,             0.00011635
                    436,                0.30279,                0.26136,                 0.8297,                0.99493,                0.99702,                  0.995,                0.94655,                0.34641,                0.17631,                0.81796,             0.00011615,             0.00011615,             0.00011615
                    437,                0.29814,                0.25692,                0.82942,                0.99483,                0.99732,                  0.995,                0.94631,                  0.347,                0.17677,                0.81837,             0.00011595,             0.00011595,             0.00011595
                    438,                0.29702,                 0.2575,                0.82834,                0.99491,                0.99714,                  0.995,                0.94768,                0.34962,                 0.1764,                0.81893,             0.00011574,             0.00011574,             0.00011574
                    439,                0.29992,                0.26133,                0.82844,                0.99503,                0.99759,                  0.995,                0.94779,                0.34834,                0.17538,                0.81835,             0.00011554,             0.00011554,             0.00011554
                    440,                    0.3,                0.26313,                0.82842,                0.99505,                0.99717,                  0.995,                0.94768,                0.34706,                0.17625,                0.81846,             0.00011534,             0.00011534,             0.00011534
                    441,                0.30208,                0.26754,                0.82903,                0.99461,                0.99729,                  0.995,                0.94915,                0.34707,                0.17751,                0.81849,             0.00011514,             0.00011514,             0.00011514
                    442,                0.29883,                0.25847,                0.82803,                0.99478,                0.99737,                  0.995,                0.94469,                0.35417,                0.18066,                0.82074,             0.00011494,             0.00011494,             0.00011494
                    443,                0.29796,                   0.26,                0.83059,                0.99554,                0.99841,                  0.995,                0.94653,                0.34784,                0.17592,                0.81834,             0.00011473,             0.00011473,             0.00011473
                    444,                 0.2964,                0.25382,                0.82699,                0.99549,                0.99766,                  0.995,                0.94635,                0.34697,                0.17355,                0.81871,             0.00011453,             0.00011453,             0.00011453
                    445,                0.29154,                0.25019,                0.82435,                0.99458,                0.99624,                  0.995,                0.94801,                0.34706,                0.17479,                0.81878,             0.00011433,             0.00011433,             0.00011433
                    446,                0.29194,                0.25345,                 0.8256,                0.99364,                0.99617,                  0.995,                0.94733,                0.34539,                0.17504,                0.81748,             0.00011413,             0.00011413,             0.00011413
                    447,                0.29624,                0.25392,                0.82853,                0.99494,                0.99467,                  0.995,                0.94895,                0.34679,                0.17698,                0.81686,             0.00011393,             0.00011393,             0.00011393
                    448,                 0.2998,                0.26085,                0.82936,                0.99531,                 0.9952,                  0.995,                0.94538,                0.35327,                0.17769,                0.81907,             0.00011372,             0.00011372,             0.00011372
                    449,                0.29853,                0.25766,                0.83029,                0.99487,                0.99675,                  0.995,                0.94631,                0.34967,                0.17796,                0.81854,             0.00011352,             0.00011352,             0.00011352
                    450,                0.29581,                0.25306,                0.82762,                 0.9954,                 0.9965,                  0.995,                 0.9451,                0.34907,                0.17762,                0.81876,             0.00011332,             0.00011332,             0.00011332
                    451,                0.29163,                0.25344,                 0.8268,                0.99533,                0.99656,                  0.995,                0.94421,                 0.3536,                0.17793,                0.82046,             0.00011312,             0.00011312,             0.00011312
                    452,                0.29874,                0.25833,                0.83161,                0.99491,                0.99654,                  0.995,                0.94578,                 0.3494,                0.17645,                0.81813,             0.00011292,             0.00011292,             0.00011292
                    453,                0.29684,                0.26022,                0.82873,                0.99571,                0.99723,                  0.995,                0.94749,                0.34739,                0.17494,                0.81744,             0.00011271,             0.00011271,             0.00011271
                    454,                0.29885,                0.25408,                0.82622,                0.99598,                0.99683,                  0.995,                0.94484,                0.34728,                0.17373,                0.81687,             0.00011251,             0.00011251,             0.00011251
                    455,                0.29878,                 0.2615,                0.83026,                0.99569,                0.99863,                  0.995,                0.94883,                0.34901,                0.17406,                0.81721,             0.00011231,             0.00011231,             0.00011231
                    456,                0.30309,                 0.2624,                0.83109,                0.99534,                0.99786,                  0.995,                0.94747,                0.34815,                0.17459,                0.81699,             0.00011211,             0.00011211,             0.00011211
                    457,                0.29447,                0.25417,                 0.8235,                0.99559,                0.99694,                  0.995,                0.94706,                 0.3466,                0.17514,                0.81701,             0.00011191,             0.00011191,             0.00011191
                    458,                0.29455,                0.25745,                 0.8257,                0.99577,                 0.9968,                  0.995,                0.94541,                0.35335,                0.17695,                 0.8194,              0.0001117,              0.0001117,              0.0001117
                    459,                0.29457,                 0.2517,                0.82749,                0.99447,                 0.9959,                0.99489,                0.94697,                0.34731,                0.17693,                0.81746,              0.0001115,              0.0001115,              0.0001115
                    460,                0.29284,                0.25369,                0.82322,                0.99548,                0.99685,                  0.995,                0.94773,                0.34658,                0.17719,                0.81776,              0.0001113,              0.0001113,              0.0001113
                    461,                0.29251,                0.25432,                0.82784,                0.99489,                0.99712,                  0.995,                0.94603,                0.34814,                0.17799,                0.81826,              0.0001111,              0.0001111,              0.0001111
                    462,                0.29666,                0.25794,                0.82784,                0.99504,                0.99738,                  0.995,                0.94727,                0.35036,                 0.1776,                0.81868,              0.0001109,              0.0001109,              0.0001109
                    463,                0.29174,                0.25326,                0.82735,                0.99489,                0.99743,                  0.995,                0.94662,                0.35231,                0.17789,                0.81905,             0.00011069,             0.00011069,             0.00011069
                    464,                0.29124,                0.25592,                0.82097,                0.99595,                0.99585,                  0.995,                 0.9474,                0.35069,                0.17519,                0.81839,             0.00011049,             0.00011049,             0.00011049
                    465,                 0.3006,                0.26543,                0.82953,                0.99479,                0.99597,                  0.995,                 0.9483,                0.34848,                0.17777,                0.81844,             0.00011029,             0.00011029,             0.00011029
                    466,                0.29793,                0.25982,                0.82844,                0.99521,                0.99715,                  0.995,                0.94756,                 0.3487,                0.17587,                0.81864,             0.00011009,             0.00011009,             0.00011009
                    467,                0.29209,                0.25534,                0.82623,                0.99547,                0.99725,                  0.995,                0.94869,                0.34616,                0.17467,                0.81716,             0.00010989,             0.00010989,             0.00010989
                    468,                0.29361,                0.25411,                0.82607,                0.99499,                0.99714,                  0.995,                0.94883,                0.34676,                0.17485,                0.81766,             0.00010968,             0.00010968,             0.00010968
                    469,                0.29232,                0.25679,                0.82748,                0.99485,                0.99575,                  0.995,                0.94867,                0.34858,                0.17693,                0.81874,             0.00010948,             0.00010948,             0.00010948
                    470,                0.29591,                0.25818,                0.82872,                0.99464,                0.99561,                  0.995,                0.94594,                   0.35,                0.17654,                0.81936,             0.00010928,             0.00010928,             0.00010928
                    471,                 0.2958,                0.25539,                0.82871,                0.99462,                0.99603,                  0.995,                0.94877,                0.34968,                 0.1764,                0.81967,             0.00010908,             0.00010908,             0.00010908
                    472,                0.29859,                0.26086,                0.83021,                0.99516,                0.99684,                  0.995,                0.95016,                0.34933,                0.17685,                0.81999,             0.00010888,             0.00010888,             0.00010888
                    473,                0.29369,                0.25216,                0.82712,                0.99503,                0.99643,                0.99489,                0.94681,                0.35033,                0.17359,                0.82007,             0.00010867,             0.00010867,             0.00010867
                    474,                0.28541,                 0.2492,                0.82348,                0.99497,                0.99659,                  0.995,                0.94678,                0.35019,                0.17594,                0.81966,             0.00010847,             0.00010847,             0.00010847
                    475,                0.29245,                0.25775,                0.82736,                0.99487,                0.99684,                0.99489,                 0.9479,                0.34967,                0.17442,                0.81896,             0.00010827,             0.00010827,             0.00010827
                    476,                0.28949,                0.25173,                0.82303,                 0.9944,                0.99715,                  0.995,                0.94905,                0.34931,                0.17436,                0.81879,             0.00010807,             0.00010807,             0.00010807
                    477,                0.28866,                 0.2462,                0.82367,                0.99504,                0.99716,                  0.995,                0.94825,                0.34979,                0.17491,                0.81985,             0.00010787,             0.00010787,             0.00010787
                    478,                 0.2908,                0.25853,                0.82729,                0.99466,                0.99667,                  0.995,                0.94943,                0.34617,                0.17392,                0.81818,             0.00010767,             0.00010767,             0.00010767
                    479,                0.28704,                 0.2479,                 0.8272,                0.99463,                0.99666,                  0.995,                0.94962,                0.34712,                0.17476,                0.81836,             0.00010746,             0.00010746,             0.00010746
                    480,                0.29512,                0.25532,                0.82945,                0.99501,                0.99646,                  0.995,                0.94835,                0.34825,                0.17459,                 0.8186,             0.00010726,             0.00010726,             0.00010726
                    481,                0.29591,                0.24878,                 0.8279,                0.99503,                0.99651,                  0.995,                 0.9479,                 0.3502,                0.17404,                0.81904,             0.00010706,             0.00010706,             0.00010706
                    482,                0.29658,                0.25614,                0.82576,                0.99473,                0.99647,                  0.995,                 0.9491,                0.34763,                0.17481,                0.81854,             0.00010686,             0.00010686,             0.00010686
                    483,                0.29359,                 0.2531,                0.82268,                0.99509,                0.99629,                  0.995,                0.94837,                0.34712,                0.17339,                0.81851,             0.00010666,             0.00010666,             0.00010666
                    484,                0.28857,                0.24726,                0.82509,                0.99533,                0.99637,                  0.995,                0.94764,                0.34689,                0.17218,                0.81877,             0.00010645,             0.00010645,             0.00010645
                    485,                0.29101,                 0.2509,                0.82241,                 0.9954,                0.99625,                  0.995,                0.94761,                0.34663,                0.17153,                0.81871,             0.00010625,             0.00010625,             0.00010625
                    486,                0.28561,                0.24942,                0.82566,                0.99528,                0.99607,                  0.995,                0.94622,                0.34799,                0.17156,                0.81921,             0.00010605,             0.00010605,             0.00010605
                    487,                0.29291,                0.25545,                 0.8256,                0.99532,                0.99597,                0.99476,                 0.9455,                0.35101,                0.17412,                0.82055,             0.00010585,             0.00010585,             0.00010585
                    488,                0.29433,                0.25591,                0.83064,                0.99494,                0.99622,                0.99489,                 0.9446,                0.35007,                0.17521,                0.82104,             0.00010565,             0.00010565,             0.00010565
                    489,                0.28601,                0.25271,                0.82718,                 0.9944,                0.99679,                  0.995,                0.94813,                0.34875,                0.17293,                0.81976,             0.00010544,             0.00010544,             0.00010544
                    490,                0.28593,                0.25228,                0.82602,                0.99488,                0.99741,                  0.995,                0.94874,                0.34875,                0.17618,                0.81922,             0.00010524,             0.00010524,             0.00010524
                    491,                0.29083,                0.25168,                 0.8251,                0.99515,                0.99724,                  0.995,                0.94612,                0.34735,                0.17403,                0.81821,             0.00010504,             0.00010504,             0.00010504
                    492,                0.28955,                0.25259,                0.82601,                0.99469,                0.99739,                  0.995,                0.94696,                0.34785,                0.17182,                0.81763,             0.00010484,             0.00010484,             0.00010484
                    493,                0.28562,                0.25291,                0.82901,                 0.9962,                0.99782,                  0.995,                0.94801,                 0.3481,                0.17149,                0.81772,             0.00010464,             0.00010464,             0.00010464
                    494,                0.28679,                0.25094,                0.82519,                0.99631,                 0.9971,                  0.995,                0.94883,                0.34767,                0.17395,                0.81798,             0.00010443,             0.00010443,             0.00010443
                    495,                0.29448,                0.25314,                0.82897,                0.99616,                0.99686,                  0.995,                 0.9475,                0.34824,                0.17385,                0.81845,             0.00010423,             0.00010423,             0.00010423
                    496,                0.29162,                0.25083,                0.82818,                0.99631,                0.99658,                  0.995,                 0.9477,                0.34939,                0.17492,                0.81886,             0.00010403,             0.00010403,             0.00010403
                    497,                0.28785,                0.24566,                0.82531,                0.99573,                0.99603,                  0.995,                0.94811,                0.34782,                0.17512,                0.81899,             0.00010383,             0.00010383,             0.00010383
                    498,                0.28979,                0.24822,                0.82373,                0.99527,                0.99594,                  0.995,                0.94848,                0.34512,                0.17287,                0.81931,             0.00010363,             0.00010363,             0.00010363
                    499,                 0.2863,                0.24659,                0.82761,                0.99567,                0.99604,                  0.995,                0.94735,                0.34606,                0.17357,                0.81946,             0.00010342,             0.00010342,             0.00010342
                    500,                 0.2872,                0.25228,                0.82712,                0.99541,                0.99617,                0.99489,                0.94823,                0.34455,                0.17404,                0.81904,             0.00010322,             0.00010322,             0.00010322
                    501,                0.29251,                0.25601,                0.82544,                0.99502,                0.99626,                  0.995,                0.94801,                0.34831,                0.17652,                 0.8201,             0.00010302,             0.00010302,             0.00010302
                    502,                0.28717,                0.24891,                0.82939,                0.99539,                 0.9962,                  0.995,                0.94804,                0.34832,                0.17641,                0.82071,             0.00010282,             0.00010282,             0.00010282
                    503,                0.28455,                0.24406,                0.83038,                0.99537,                0.99584,                  0.995,                0.94779,                0.34723,                0.17508,                0.82036,             0.00010262,             0.00010262,             0.00010262
                    504,                0.28822,                0.24857,                0.82391,                0.99509,                0.99597,                  0.995,                0.94835,                0.34666,                0.17339,                0.82038,             0.00010241,             0.00010241,             0.00010241
                    505,                0.29162,                0.25096,                 0.8273,                0.99477,                0.99602,                  0.995,                 0.9481,                0.34681,                0.17301,                0.81991,             0.00010221,             0.00010221,             0.00010221
                    506,                0.28549,                0.24822,                0.82311,                0.99521,                0.99657,                0.99489,                0.94597,                0.34699,                0.17264,                0.81965,             0.00010201,             0.00010201,             0.00010201
                    507,                0.29081,                0.24979,                0.82248,                0.99585,                0.99697,                  0.995,                0.94839,                0.34564,                0.17432,                0.81962,             0.00010181,             0.00010181,             0.00010181
                    508,                0.28598,                 0.2495,                0.82288,                0.99632,                0.99759,                  0.995,                0.94864,                0.34551,                0.17576,                   0.82,             0.00010161,             0.00010161,             0.00010161
                    509,                0.28859,                0.25025,                0.82536,                0.99639,                0.99793,                  0.995,                0.94756,                 0.3471,                0.17449,                   0.82,              0.0001014,              0.0001014,              0.0001014
                    510,                0.28442,                0.24642,                 0.8281,                0.99645,                0.99804,                  0.995,                0.94842,                0.34742,                0.17309,                0.81967,              0.0001012,              0.0001012,              0.0001012
                    511,                0.28534,                0.25102,                0.82273,                0.99605,                0.99686,                  0.995,                0.94792,                0.34839,                0.17278,                 0.8201,               0.000101,               0.000101,               0.000101
                    512,                0.28472,                0.24656,                0.82241,                0.99625,                0.99743,                  0.995,                0.94842,                0.35003,                0.17239,                0.82042,              0.0001008,              0.0001008,              0.0001008
                    513,                0.28898,                 0.2488,                0.82912,                0.99666,                0.99813,                  0.995,                0.94721,                0.35056,                0.17231,                 0.8213,              0.0001006,              0.0001006,              0.0001006
                    514,                0.28517,                0.24732,                0.82609,                0.99591,                0.99797,                  0.995,                0.94922,                0.34958,                0.17184,                0.82126,             0.00010039,             0.00010039,             0.00010039
                    515,                0.27937,                0.24225,                0.82436,                0.99452,                0.99705,                  0.995,                0.94978,                0.34747,                0.17095,                0.81958,             0.00010019,             0.00010019,             0.00010019
                    516,                0.28667,                0.24755,                0.82506,                0.99598,                0.99709,                  0.995,                0.94799,                 0.3484,                 0.1716,                0.81925,             9.9991e-05,             9.9991e-05,             9.9991e-05
                    517,                0.29521,                 0.2589,                0.83248,                0.99621,                0.99798,                  0.995,                0.94832,                0.35019,                0.17348,                0.82038,             9.9789e-05,             9.9789e-05,             9.9789e-05
                    518,                0.28457,                0.24758,                 0.8243,                0.99509,                0.99718,                  0.995,                0.94612,                0.35042,                0.17349,                 0.8212,             9.9587e-05,             9.9587e-05,             9.9587e-05
                    519,                 0.2862,                0.24877,                0.82948,                0.99517,                0.99707,                  0.995,                0.94633,                0.34967,                0.17259,                0.82062,             9.9385e-05,             9.9385e-05,             9.9385e-05
                    520,                0.28545,                0.24349,                0.82273,                0.99549,                0.99764,                  0.995,                0.94637,                0.35027,                0.17331,                0.82024,             9.9183e-05,             9.9183e-05,             9.9183e-05
                    521,                0.28657,                0.24522,                0.82643,                0.99627,                 0.9971,                  0.995,                0.94746,                0.34924,                0.17286,                0.81958,             9.8981e-05,             9.8981e-05,             9.8981e-05
                    522,                0.28548,                0.24329,                0.82564,                0.99615,                0.99741,                  0.995,                0.94672,                0.34912,                0.17373,                0.81934,             9.8779e-05,             9.8779e-05,             9.8779e-05
                    523,                0.28868,                0.24782,                0.82598,                0.99614,                0.99782,                  0.995,                0.94714,                0.34911,                0.17352,                 0.8191,             9.8577e-05,             9.8577e-05,             9.8577e-05
